,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
7011,3,Qld,37310,Western Downs,31892,Moola,"-27.036935639890327, 151.54755873306337"
7012,3,Qld,31820,Bundaberg,31905,Moore Park Beach,"-24.709552976408578, 152.2389194462558"
7013,3,Qld,33960,Ipswich,31906,Moores Pocket,"-27.599741813843593, 152.78255852412906"
7014,3,Qld,33980,Isaac,31912,Moranbah,"-21.947361847293987, 147.8898005218521"
7015,3,Qld,36820,Tablelands,31914,Moregatta,"-17.491816583143525, 145.5859366309317"
7016,3,Qld,36370,Rockhampton,31936,Mount Archer (Rockhampton - Qld),"-23.326131800562344, 150.58169703203419"
7017,3,Qld,35300,Mount Isa,31974,Mount Isa,"-20.536004716148927, 139.45484930017582"
7018,3,Qld,35010,Moreton Bay,32015,Mount Pleasant (Moreton Bay - Qld),"-27.14890066485975, 152.76363503946257"
7019,3,Qld,36910,Toowoomba,32033,Mount Tyson,"-27.57436205888088, 151.56575488514721"
7020,3,Qld,34880,Mareeba,32063,Munderra,"-17.6676329141325, 144.88992841962252"
7021,3,Qld,35010,Moreton Bay,32148,Ningi,"-27.069131578770374, 153.06717455343616"
7022,3,Qld,36910,Toowoomba,32199,Nutgrove,"-27.050770945620854, 151.75551729261542"
7023,3,Qld,34770,Mackay,32252,Paget,"-21.186724611450916, 149.17236141879505"
7024,3,Qld,33960,"Ipswich, Logan, Scenic Rim",32288,Peak Crossing,"-27.78557084575089, 152.75380708495237"
7025,3,Qld,36820,Tablelands,32291,Peeramon,"-17.31204667037058, 145.60059099531406"
7026,3,Qld,36660,Southern Downs,32313,Pikes Creek,"-28.724783237681034, 151.5429984113708"
7027,3,Qld,36910,Toowoomba,32326,Pinelands (Qld),"-27.23291195539715, 152.00300294389424"
7028,3,Qld,35300,Mount Isa,32333,Pioneer (Qld),"-20.72034484610319, 139.50806476028433"
7029,3,Qld,36910,Toowoomba,32388,Rangemore (Toowoomba - Qld),"-26.998454693999637, 151.67032855343615"
7030,3,Qld,34880,Mareeba,32465,Rookwood (Qld),"-17.017691049787018, 144.24725942343434"
7031,3,Qld,32810,Douglas,32545,Shannonvale,"-16.50604379277952, 145.32700513347024"
7032,3,Qld,32260,Cassowary Coast,32551,Shell Pocket,"-17.8147175949062, 145.98502040093533"
7033,3,Qld,36630,South Burnett,32614,Speedwell,"-26.065492274805628, 151.53052616069357"
7034,3,Qld,33960,Ipswich,32629,Springfield Central,"-27.68387049289828, 152.90576876315794"
7035,3,Qld,33360,Gladstone,32690,Sun Valley (Qld),"-23.87520841986058, 151.25810518348453"
7036,3,Qld,36660,Southern Downs,32708,Swanfels,"-28.141107430426658, 152.32607096453876"
7037,3,Qld,36630,South Burnett,32712,Taabinga,"-26.59303120841277, 151.8243506267702"
7038,3,Qld,33960,Ipswich,32727,Tallegalla,"-27.58945045833762, 152.55237207761525"
7039,3,Qld,33220,Fraser Coast,32764,Teebar,"-25.66398729691542, 152.2048819986463"
7040,3,Qld,32810,Douglas,32817,Thornton Beach,"-16.15715079939329, 145.43139143945865"
7041,3,Qld,36910,Toowoomba,32835,Tipton,"-27.463129664366196, 151.2576246372993"
7042,3,Qld,35010,Moreton Bay,32853,Toorbul,"-27.040670860728113, 153.0688119553254"
7043,3,Qld,33220,Fraser Coast,32922,Urangan,"-25.3045920557767, 152.89112076589808"
7044,3,Qld,36720,Sunshine Coast,32938,Verrierdale,"-26.488312629628183, 153.0148549430509"
7045,3,Qld,34770,Mackay,32959,Walkerston,"-21.158739459431, 149.06515735746262"
7046,3,Qld,32260,Cassowary Coast,32975,Walter Lever Estate,"-17.724491146565796, 145.9784256652214"
7047,3,Qld,36960,Torres Strait Island,33013,Waua Islet,"-9.948642684407732, 144.0374467652306"
7048,3,Qld,31820,Bundaberg,33023,Welcome Creek,"-24.77155886798726, 152.26563112193813"
7049,3,Qld,34580,"Lockyer Valley, Toowoomba",33036,West Haldon,"-27.77917523887247, 152.10212671843502"
7050,3,Qld,37310,Western Downs,33050,Westmar,"-27.88851802115963, 149.75705308845633"
7051,3,Qld,33960,Ipswich,33130,Woodend (Qld),"-27.605747353205395, 152.75317156530025"
7052,3,Qld,34590,Logan,33134,Woodhill (Qld),"-27.886831569919178, 152.96961574714967"
7053,3,Qld,32080,Cairns,33169,Wrights Creek (Qld),"-17.02183129714445, 145.776082506869"
7054,3,Qld,33360,Gladstone,33176,Wurdong Heights,"-23.967549627256798, 151.28446423367023"
7055,4,SA,40310,Barossa,40029,Angaston,"-34.52952213716274, 139.0614373105911"
7056,4,SA,41830,Flinders Ranges,40075,Barndioota,"-31.857933306544485, 138.1826647419099"
7057,4,SA,42110,Goyder,40135,Booborowie,"-33.5642926000295, 138.76679628599538"
7058,4,SA,46860,Robe,40155,Bray,"-37.24375030391872, 139.99493987545497"
7059,4,SA,44210,Mid Murray,40156,Brenda Park,"-34.074059085983144, 139.68465315219774"
7060,4,SA,49399,Unincorporated SA,40206,Calperum Station,"-34.03170076808046, 140.7600781495065"
7061,4,SA,42250,Grant,40228,Carpenter Rocks,"-37.88260677261315, 140.4181811241943"
7062,4,SA,41010,"Ceduna, Unincorporated SA",40247,Charra,"-32.097473664278894, 133.331602680304"
7063,4,SA,40120,"Adelaide Hills, Burnside, Mitcham",40323,Crafers West,"-34.99560269005656, 138.682496767673"
7064,4,SA,46450,Port Pirie,40331,Crystal Brook (SA),"-33.3670658503745, 138.2035252466495"
7065,4,SA,48130,Wakefield,40347,Dalkey,"-34.18731911344084, 138.42608400773872"
7066,4,SA,42750,Kangaroo Island,40357,De Mole River,"-35.727943611364886, 136.80637630035164"
7067,4,SA,41060,"Charles Sturt, Port Adelaide Enfield, Prospect",40364,Devon Park (SA),"-34.887668875374736, 138.5797886944093"
7068,4,SA,44210,Mid Murray,40385,Eba,"-34.05308417851984, 139.56986831043767"
7069,4,SA,43080,"Karoonda East Murray, Loxton Waikerie",40471,Galga,"-34.665927705360986, 139.93866777142668"
7070,4,SA,49399,Unincorporated SA,40477,Gawler Ranges,"-32.58794399881507, 135.4195440836241"
7071,4,SA,43650,Light,40478,Gawler River,"-34.61029139500791, 138.64761631161173"
7072,4,SA,49399,Unincorporated SA,40490,Gidgealpa,"-27.077136677970092, 140.34791256104953"
7073,4,SA,48260,Walkerville,40492,Gilberton (SA),"-34.900426221804764, 138.6125795026763"
7074,4,SA,43650,Light,40536,Greenock,"-34.4450123157582, 138.92578494876156"
7075,4,SA,42110,Goyder,40552,Hallelujah Hills,"-33.87827613192684, 139.05411202442906"
7076,4,SA,40220,Alexandrina,40569,Hartley (SA),"-35.20993052408523, 139.04340680009892"
7077,4,SA,45680,Playford,40591,Hillbank,"-34.73523581879495, 138.68731355517323"
7078,4,SA,43080,Karoonda East Murray,40670,Karoonda,"-35.14453389383385, 139.9373024431103"
7079,4,SA,44340,Mitcham,40702,Kingswood (SA),"-34.97086538061211, 138.61376731574475"
7080,4,SA,40310,Barossa,40722,Krondorf,"-34.56582667645209, 138.97044962894688"
7081,4,SA,44210,Mid Murray,40736,Lake Carlet,"-34.87300883198423, 139.5340872759592"
7082,4,SA,49399,Unincorporated SA,40742,Lake Macfarlane,"-31.91893375829113, 136.693215086823"
7083,4,SA,40220,Alexandrina,40747,Langhorne Creek,"-35.29810347574957, 139.07727511694495"
7084,4,SA,42110,Goyder,40758,Leighton,"-33.64770452432584, 138.76694792288558"
7085,4,SA,47630,Tatiara,40782,Lowan Vale,"-36.163724800783946, 140.68074231123308"
7086,4,SA,42750,Kangaroo Island,40801,Macgillivray,"-35.912566146915374, 137.4737242207598"
7087,4,SA,44210,Mid Murray,40847,McBean Pound,"-34.284458690603635, 139.63049855157544"
7088,4,SA,40520,"Berri Barmera, Renmark Paringa, Unincorporated SA",40904,Monash (SA),"-34.191608245987624, 140.57110411495697"
7089,4,SA,40120,Adelaide Hills,40907,Montacute,"-34.886875475062794, 138.75279837189169"
7090,4,SA,47980,Unley,40999,Myrtle Bank (SA),"-34.96054985217977, 138.6337941178034"
7091,4,SA,41560,Copper Coast,41026,New Town (SA),"-33.953825895687615, 137.69449786233295"
7092,4,SA,43790,Loxton Waikerie,41054,Notts Well,"-34.42139498181672, 139.77819949619337"
7093,4,SA,44000,Maralinga Tjarutja,41063,Oak Valley (SA),"-29.401399701794237, 130.74087286744285"
7094,4,SA,40120,Adelaide Hills,41064,Oakbank,"-34.98019033468851, 138.85784376536023"
7095,4,SA,45890,Port Adelaide Enfield,41082,Outer Harbor,"-34.77622939739296, 138.5021984485015"
7096,4,SA,44550,Mount Barker,41087,Paechtown,"-35.05384805107802, 138.81662264207108"
7097,4,SA,40220,Alexandrina,41088,Pages Flat,"-35.3341761646227, 138.5486724169708"
7098,4,SA,41560,Copper Coast,41106,Paramatta,"-34.048998460886345, 137.62399546259584"
7099,4,SA,40150,Adelaide Plains,41109,Parham,"-34.429746978975324, 138.2597709866011"
7100,4,SA,42750,Kangaroo Island,41186,Porky Flat,"-35.85920304023625, 138.02371462962705"
7101,4,SA,45890,Port Adelaide Enfield,41187,Port Adelaide,"-34.83606555251842, 138.51216315537707"
7102,4,SA,41960,Franklin Harbour,41197,Port Gibbon,"-33.80447663939879, 136.79404129663865"
7103,4,SA,48830,Yorke Peninsula,41199,Port Julia,"-34.647510638346176, 137.86853003462846"
7104,4,SA,40700,Burnside,41278,Rosslyn Park,"-34.921919109039784, 138.67563520533662"
7105,4,SA,40310,Barossa,41305,Sandy Creek (SA),"-34.6026853341861, 138.8360269664647"
7106,4,SA,42750,Kangaroo Island,41319,Seal Bay,"-35.961116068535965, 137.32165591710776"
7107,4,SA,40430,"Barunga West, Wakefield, Yorke Peninsula",41354,South Hummocks,"-34.03233797452725, 138.11555568075133"
7108,4,SA,41830,Flinders Ranges,41381,Stephenston,"-32.36798746929843, 138.23010385555762"
7109,4,SA,44210,Mid Murray,41398,Stuart (SA),"-33.956365305001334, 139.77947889647567"
7110,4,SA,48340,Wattle Range,41448,Thornlea,"-37.42305901845585, 140.18815396716388"
7111,4,SA,44550,Mount Barker,41469,Totness,"-35.04751554622731, 138.8433292793463"
7112,4,SA,40910,Campbelltown,41471,Tranmere (SA),"-34.90547429265075, 138.6621298473792"
7113,4,SA,45540,Peterborough,41482,Ucolta,"-32.99460434798034, 138.9584491359126"
7114,4,SA,44210,Mid Murray,41513,Walker Flat,"-34.80550660288613, 139.51021467322144"
7115,4,SA,44210,"Mid Murray, Murray Bridge",41516,Wall Flat,"-34.98446308213644, 139.30966202684607"
7116,4,SA,44060,Marion,41539,Warradale,"-35.007357554671856, 138.53565163775022"
7117,4,SA,45040,Murray Bridge,41577,White Hill,"-35.13972154380226, 139.2078048682188"
7118,4,SA,48540,"Unincorporated SA, Whyalla",41586,Whyalla Barson,"-32.98777151594774, 137.5592903903524"
7119,4,SA,48540,Whyalla,41589,Whyalla Playford,"-33.02891712495157, 137.55914731126043"
7120,4,SA,42250,"Grant, Mount Gambier",41657,Worrolong,"-37.80689514376808, 140.8308514762615"
7121,4,SA,49399,Unincorporated SA,41693,Yumbarra,"-31.697226619685694, 133.62981264951986"
7122,5,WA,50420,Bayswater,50083,Bayswater (WA),"-31.917398228786205, 115.9178417915828"
7123,5,WA,50490,Belmont,50105,Belmont (WA),"-31.94980259933518, 115.9312712059449"
7124,5,WA,55320,Melville,50119,Bicton,"-32.026552917198494, 115.78592613255067"
7125,5,WA,51260,Busselton,50162,Bovell,"-33.680079918987595, 115.3609652951714"
7126,5,WA,58050,Swan,50181,Brigadoon,"-31.77261255071239, 116.0727663939108"
7127,5,WA,50910,Brookton,50189,Brookton,"-32.35063486858601, 117.00557995241459"
7128,5,WA,51120,Bruce Rock,50196,Bruce Rock,"-31.841557521999874, 118.16864661772664"
7129,5,WA,59310,Wongan-Ballidu,50215,Burakin,"-30.557765345298424, 117.14590273403397"
7130,5,WA,53360,Exmouth,50250,Cape Range National Park,"-22.13803285014625, 113.93002770105268"
7131,5,WA,51190,Bunbury,50261,Carey Park,"-33.35479434560495, 115.65304805853232"
7132,5,WA,53290,Esperance,50272,Cascade (WA),"-33.41199108418265, 121.05375411592581"
7133,5,WA,50490,Belmont,50301,Cloverdale,"-31.96276779753455, 115.94441633971861"
7134,5,WA,50080,Albany,50313,Collingwood Park (WA),"-35.003624099744115, 117.92368592409106"
7135,5,WA,53640,Gnowangerup,50345,Cowalellup,"-34.07246575049772, 118.57493949290978"
7136,5,WA,54410,Kellerberrin,50369,Daadenning Creek,"-31.77338008861785, 117.8205190054837"
7137,5,WA,58050,Swan,50397,Dayton,"-31.854032094134993, 115.97359486976319"
7138,5,WA,53800,Greater Geraldton,50400,Deepdale,"-28.780702881221607, 114.6811176032651"
7139,5,WA,52800,"Derby-West Kimberley, Halls Creek, Wyndham-East Kimberley",50442,Durack (WA),"-16.34530365283167, 127.57576418838221"
7140,5,WA,53800,Greater Geraldton,50455,East Chapman,"-28.67883776641667, 114.80312837994762"
7141,5,WA,50350,Bassendean,50473,Eden Hill,"-31.891042738702502, 115.94711121424926"
7142,5,WA,57210,Plantagenet,50513,Forest Hill (WA),"-34.613350222751755, 117.41640914582091"
7143,5,WA,50080,Albany,50565,Gnowellen,"-34.37899902632413, 118.5406094504919"
7144,5,WA,56090,Mundaring,50573,Gorrie,"-31.910480598203463, 116.31122572186115"
7145,5,WA,50280,Augusta Margaret River,50605,Hamelin Bay,"-34.230978956225705, 115.04862732423119"
7146,5,WA,58680,Wandering,50616,Hastings (WA),"-32.54691754328412, 116.79474814486713"
7147,5,WA,56230,Murray,50651,Holyoake,"-32.700183567404935, 116.10128840633293"
7148,5,WA,53290,Esperance,50659,Howick (WA),"-33.69139621974723, 122.85862584224411"
7149,5,WA,56300,Nannup,50679,Jalbarragup,"-34.008640194228086, 115.61735632986776"
7150,5,WA,51260,Busselton,50687,Jarrahwood,"-33.79416469364746, 115.66295331685524"
7151,5,WA,57910,Stirling,50702,Joondanna,"-31.910194445849836, 115.83718328505789"
7152,5,WA,56730,Northam,50743,Katrine,"-31.627005946113435, 116.55373575924114"
7153,5,WA,54550,Kojonup,50771,Kojonup,"-33.838200161029604, 117.17888492126687"
7154,5,WA,51820,Cockburn,50816,Lake Coogee,"-32.12922605563126, 115.78275894958729"
7155,5,WA,58050,Swan,50850,Lexia,"-31.77900167354879, 115.91941785625303"
7156,5,WA,58610,Wagin,50851,Lime Lake,"-33.40188218323027, 117.37892625203104"
7157,5,WA,50840,Bridgetown-Greenbushes,50897,Maranup,"-33.9530641195536, 116.01084694143738"
7158,5,WA,56460,Narrogin,50964,Minigin,"-32.9243415839825, 117.0529477046296"
